Unnamed: 0|query_id|device_classification_name|approval_number|device_name|applicant_name|applicant_contact|correspondent_name|regulation_number|classification_product_code|day_received|month_received|year_received|decision_day|decision_month|decision_year|decision|regulation_medical_specialty|review_panel|summary_link|type|reviewed_by_third_party|combination_product|0|||||
12184|K211803|radiological computer-assisted prioritization software for lesions|k211803|healthppt|shlomit  cymbalista|shlomit  cymbalista|shlomit  cymbalista|892.208|qfm|6|11|2021|12|15|2021|substantially equivalent     (sese)|radiology|radiology|https:||www.accessdata.fda.gov|cdrh_docs|pdf21|k211803.pdf|traditional|no|no|456
12298|K210632|radiological image processing software for radiation therapy|k210632|contour protegeai|lynn  hanigan|lynn  hanigan|lynn  hanigan|892.205|qkb|3|3|2021|10|20|2021|substantially equivalent     (sese)|radiology|radiology|https:||www.accessdata.fda.gov|cdrh_docs|pdf21|k210632.pdf|traditional|no|no|457
12322|K221100|automated radiological image processing software|k221100|viz rv|lv|vi  ma|vi  ma|892.205|qih|4|14|2022|8|29|2022|substantially equivalent     (sese)|radiology|radiology|https:||www.accessdata.fda.gov|cdrh_docs|pdf22|k221100.pdf|traditional|no|no|458
12330|K211951|gastrointesinal lesion software detection system|k211951|gi genius|nhan ngo dinh|nhan ngo dinh|roger  gray|876.152|qnp|6|23|2021|7|23|2021|substantially equivalent     (sese)|gastroenterology|urology|https:||www.accessdata.fda.gov|cdrh_docs|pdf21|k211951.pdf|special|no|no|459
12395|K193248|system, tomography, computed, emission|k193248|biograph vision, biograph mct family of pet/cts|tabitha  estes|tabitha  estes|tabitha  estes|892.12|kps|11|25|2019|2|14|2020|substantially equivalent     (sese)|radiology|radiology|https:||www.accessdata.fda.gov|cdrh_docs|pdf19|k193248.pdf|traditional|no|no|460
12408|K191928|radiological image processing software for radiation therapy|k191928|accucontour|lu  xie|lu  xie|diana  hong|892.205|qkb|7|19|2019|2|28|2020|substantially equivalent     (sese)|radiology|radiology|https:||www.accessdata.fda.gov|cdrh_docs|pdf19|k191928.pdf|traditional|no|no|461
12432|K212336|interventional fluoroscopic x-ray system|k212336|soteria.ai|john  newman|john  newman|john  newman|892.165|owb|7|27|2021|11|17|2021|substantially equivalent     (sese)|radiology|radiology|https:||www.accessdata.fda.gov|cdrh_docs|pdf21|k212336.pdf|traditional|no|no|462
12509|K192380|test, natriuretic peptide|k192380|st aia-pack bnp|stacey  dolan|stacey  dolan|stacey  dolan|862.1117|nbc|8|30|2019|8|24|2020|substantially equivalent     (sese)|clinical chemistry|clinical chemistry|https:||www.accessdata.fda.gov|cdrh_docs|pdf19|k192380.pdf|traditional|no|no|463
12544|K222458|system, image processing, radiological|k222458|aibolit 3d+|gregory  piskun|gregory  piskun|howard  schrayer|892.205|llz|8|15|2022|1|12|2023|substantially equivalent     (sese)|radiology|radiology|https:||www.accessdata.fda.gov|cdrh_docs|pdf22|k222458.pdf|traditional|no|no|464
12549|K193294|system, image processing, radiological|k193294|ai-rad companion engine|lauren  bentley|lauren  bentley|lauren  bentley|892.205|llz|11|27|2019|7|10|2020|substantially equivalent     (sese)|radiology|radiology|https:||www.accessdata.fda.gov|cdrh_docs|pdf19|k193294.pdf|traditional|no|no|465
12575|K180006|system, image processing, radiological|k180006|amcad-ut detection 2.2|jack  yang|jack  yang|chiu s. lin|892.205|llz|1|2|2018|8|31|2018|substantially equivalent     (sese)|radiology|radiology|https:||www.accessdata.fda.gov|cdrh_docs|pdf18|k180006.pdf|traditional|no|no|466
12580|K220264|radiological image processing software for radiation therapy|k220264|efai rtsuite ct hn-segmentation system|joseph  chang|joseph  chang|ti-hao  wang|892.205|qkb|1|31|2022|4|28|2022|substantially equivalent     (sese)|radiology|radiology|https:||www.accessdata.fda.gov|cdrh_docs|pdf22|k220264.pdf|traditional|no|no|467
12622|K232088|system, image management, ophthalmic|k232088|altris ims|andrew  kuropyatnyk|andrew  kuropyatnyk|prithul  bom|892.205|nfj|7|13|2023|7|31|2023|substantially equivalent     (sese)|radiology|ophthalmic|https:||www.accessdata.fda.gov|cdrh_docs|pdf23|k232088.pdf|traditional|yes|no|468
12644|K183546|glucose oxidase, glucose|k183546|gem premier chemstat|gabriella  erdosy|gabriella  erdosy|gabriella  erdosy|862.1345|cga|12|20|2018|2|16|2019|substantially equivalent     (sese)|clinical chemistry|clinical chemistry|https:||www.accessdata.fda.gov|cdrh_docs|pdf18|k183546.pdf|traditional|no|no|469
12662|K213693|system, nuclear magnetic resonance imaging|k213693|magnetom vida with syngo mr xa50a|karthik  pillai|karthik  pillai|karthik  pillai|892.1|lnh|11|23|2021|2|25|2022|substantially equivalent     (sese)|radiology|radiology|https:||www.accessdata.fda.gov|cdrh_docs|pdf21|k213693.pdf|traditional|no|no|470
12687|K222746|analyzer, medical image|k222746|overjet caries assist|adam  odeh|adam  odeh|adam  odeh|892.207|myn|9|12|2022|3|27|2023|substantially equivalent     (sese)|radiology|radiology|https:||www.accessdata.fda.gov|cdrh_docs|pdf22|k222746.pdf|traditional|no|no|471
12694|K202902|full field digital, system, x-ray, mammographic|k202902|2430mca with xmaru w|kee dock kim|kee dock kim|dave  kim|892.1715|mue|9|29|2020|6|21|2021|substantially equivalent     (sese)|radiology|radiology|https:||www.accessdata.fda.gov|cdrh_docs|pdf20|k202902.pdf|traditional|no|no|472
12715|K202092|implant, endosseous, root-form|k202092|abc dental implant system|daniel  younisian|daniel  younisian|vladislav  dvoyris|872.364|dze|7|28|2020|9|23|2021|substantially equivalent     (sese)|dental|dental|https:||www.accessdata.fda.gov|cdrh_docs|pdf20|k202092.pdf|traditional|no|no|473
12729|K211846|system, tomography, computed, emission|k211846|discovery mi gen2|laura  turner|laura  turner|laura  turner|892.12|kps|6|15|2021|8|20|2021|substantially equivalent     (sese)|radiology|radiology|https:||www.accessdata.fda.gov|cdrh_docs|pdf21|k211846.pdf|traditional|no|no|474
12742|K180563|system, image processing, radiological|k180563|syngo.plaza|vijay  ramadas|vijay  ramadas|alexander  schapovalov|892.205|llz|3|5|2018|4|25|2018|substantially equivalent     (sese)|radiology|radiology|https:||www.accessdata.fda.gov|cdrh_docs|pdf18|k180563.pdf|traditional|yes|no|475
