,query_id,device_classification_name,approval_number,device_name,applicant_name,applicant_contact,correspondent_name,regulation_number,classification_product_code,date_received,decision_date,decision,regulation_medical_specialty,review_panel,summary_link,type,reviewed_by_third_party,combination_product
891,K210355,"gown, surgical",k210355,"surgical gown, model: surgical gown-hp-3",ricky  xia,ricky  xia,ricky  xia,878.4040,fya,02/08/2021,12/16/2021,substantially equivalent     (sese),general & plastic surgery,general hospital,https://www.accessdata.fda.gov/cdrh_docs/pdf21/k210355.pdf,traditional,no,no
892,K192354,posterior cervical screw system,k192354,innovasis gibralt spine system,marshall  mccarthy,marshall  mccarthy,marshall  mccarthy,888.3075,nkg,08/29/2019,09/24/2019,substantially equivalent     (sese),orthopedic,orthopedic,https://www.accessdata.fda.gov/cdrh_docs/pdf19/k192354.pdf,special,no,no
893,K222341,anesthesia conduction kit,k222341,"arrow 0.2 micron flat filter, gvs",ann  metz,ann  metz,ann  metz,868.5140,caz,08/03/2022,02/13/2023,substantially equivalent     (sese),anesthesiology,anesthesiology,,traditional,no,no
894,K222068,condom,k222068,durex penck iii regular,kyle  prince,kyle  prince,kyle  prince,884.5300,his,07/14/2022,10/12/2022,substantially equivalent     (sese),obstetrics/gynecology,obstetrics/gynecology,https://www.accessdata.fda.gov/cdrh_docs/pdf22/k222068.pdf,traditional,no,no
895,K183236,"fastener, fixation, biodegradable, soft tissue",k183236,rotium bioresorbable wick,ronald l. bracken,ronald l. bracken,ronald l. bracken,888.3030,mai,11/20/2018,03/11/2019,substantially equivalent     (sese),orthopedic,orthopedic,https://www.accessdata.fda.gov/cdrh_docs/pdf18/k183236.pdf,traditional,no,no
896,K181320,"suture, absorbable, synthetic, polyglycolic acid",k181320,caprolon,helen  topping,helen  topping,helen  topping,878.4493,gam,05/18/2018,09/18/2018,substantially equivalent     (sese),general & plastic surgery,general & plastic surgery,https://www.accessdata.fda.gov/cdrh_docs/pdf18/k181320.pdf,traditional,no,no
897,K193612,"tube, gastro-enterostomy",k193612,amt suture delivery system,joy  tubero,joy  tubero,joy  tubero,876.5980,kgc,12/26/2019,03/12/2020,substantially equivalent     (sese),gastroenterology/urology,gastroenterology/urology,https://www.accessdata.fda.gov/cdrh_docs/pdf19/k193612.pdf,traditional,no,no
898,K173134,neurosurgical nerve locator,k173134,sentio mmg pedicle access needles,sheree  geller,sheree  geller,sheree  geller,874.1820,pdq,09/29/2017,03/22/2018,substantially equivalent     (sese),ear nose & throat,neurology,https://www.accessdata.fda.gov/cdrh_docs/pdf17/k173134.pdf,traditional,no,no
899,K192460,"temporary catheter, embolic protection, transcatheter intracardiac procedures",k192460,sentinel cerebral protection system,eric  elliott,eric  elliott,eric  elliott,870.1251,pum,09/09/2019,02/19/2020,substantially equivalent     (sese),cardiovascular,cardiovascular,https://www.accessdata.fda.gov/cdrh_docs/pdf19/k192460.pdf,special,no,no
900,K173920,"handpiece, direct drive, ac-powered",k173920,ls oil,keith a. barritt,keith a. barritt,keith a. barritt,872.4200,ekx,12/22/2017,10/11/2018,substantially equivalent     (sese),dental,dental,https://www.accessdata.fda.gov/cdrh_docs/pdf17/k173920.pdf,traditional,no,no
901,K210957,"cabinet, x-ray system",k210957,kubec xpert 80 radiography system,chester  lowe,chester  lowe,chester  lowe,892.1680,mwp,03/30/2021,08/31/2021,substantially equivalent     (sese),radiology,radiology,https://www.accessdata.fda.gov/cdrh_docs/pdf21/k210957.pdf,special,no,no
902,K180148,"thermometer, electronic, clinical",k180148,"ats thermal imaging probe, ats patient interface unit",william j. gorman,william j. gorman,william j. gorman,880.2910,fll,01/19/2018,03/21/2018,substantially equivalent     (sese),general hospital,general hospital,https://www.accessdata.fda.gov/cdrh_docs/pdf18/k180148.pdf,special,no,no
903,K180111,hemodialysis catheter luer end cap,k180111,clearguard hd antimicrobial barrier cap,douglas  killion,douglas  killion,laurie  lynch,876.5540,peh,01/16/2018,05/25/2018,substantially equivalent     (sese),gastroenterology/urology,gastroenterology/urology,https://www.accessdata.fda.gov/cdrh_docs/pdf18/k180111.pdf,traditional,no,no
904,K230980,wound dressing with animal-derived material(s),k230980,micromatrix® flex,simone  oliver,simone  oliver,simone  oliver,,kgn,04/05/2023,09/22/2023,substantially equivalent     (sese),,general & plastic surgery,https://www.accessdata.fda.gov/cdrh_docs/pdf23/k230980.pdf,traditional,no,no
905,K212997,"mask, surgical",k212997,surgical mask,caiyun  zhou,caiyun  zhou,diana  hong,878.4040,fxx,09/20/2021,01/14/2022,substantially equivalent     (sese),general & plastic surgery,general hospital,https://www.accessdata.fda.gov/cdrh_docs/pdf21/k212997.pdf,traditional,no,no
906,K213195,enteroscope and accessories,k213195,balloon bs-3,randy  vader,randy  vader,jeffrey  wan,876.1500,fda,09/29/2021,10/29/2021,substantially equivalent     (sese),gastroenterology/urology,gastroenterology/urology,https://www.accessdata.fda.gov/cdrh_docs/pdf21/k213195.pdf,special,no,no
907,K191103,"liner, cavity, calcium hydroxide",k191103,parkell desensitizer gel,david  mott,david  mott,david  mott,872.3250,ejk,04/25/2019,11/22/2019,substantially equivalent     (sese),dental,dental,https://www.accessdata.fda.gov/cdrh_docs/pdf19/k191103.pdf,traditional,no,no
908,K181718,"set, administration, intravascular",k181718,bd flowsmart set/minimed pro-set,meriam  youssef,meriam  youssef,meriam  youssef,880.5440,fpa,06/29/2018,10/18/2018,substantially equivalent     (sese),general hospital,general hospital,https://www.accessdata.fda.gov/cdrh_docs/pdf18/k181718.pdf,traditional,no,no
909,K231579,"marker, radiographic, implantable",k231579,molli 2,joseph  de croos,joseph  de croos,joseph  de croos,878.4300,neu,05/31/2023,10/26/2023,substantially equivalent     (sese),general & plastic surgery,general & plastic surgery,,traditional,no,no
910,K221876,solid state x-ray imager (flat panel/digital imager),k221876,"digital radiography cxdi-pro, digital radiography d1",akira  hirai,akira  hirai,saori  sawaki,892.1680,mqb,06/28/2022,07/15/2022,substantially equivalent     (sese),radiology,radiology,https://www.accessdata.fda.gov/cdrh_docs/pdf22/k221876.pdf,special,no,no
911,K200869,"rod, fixation, intramedullary and accessories",k200869,gamma3 system,sanja  jahr,sanja  jahr,sanja  jahr,888.3020,hsb,04/01/2020,07/22/2020,substantially equivalent     (sese),orthopedic,orthopedic,https://www.accessdata.fda.gov/cdrh_docs/pdf20/k200869.pdf,traditional,no,no
912,K173617,"system, nuclear magnetic resonance imaging",k173617,magnetom vida with compressed sensing grasp-vibe,cordell l. fields,cordell l. fields,cordell l. fields,892.1000,lnh,11/22/2017,03/30/2018,substantially equivalent     (sese),radiology,radiology,https://www.accessdata.fda.gov/cdrh_docs/pdf17/k173617.pdf,traditional,no,no
913,K192570,"intervertebral fusion device with integrated fixation, cervical",k192570,atlas spine expandable cervical standalone interbody system,thomas  smith,thomas  smith,thomas  smith,888.3080,ove,09/18/2019,02/28/2020,substantially equivalent     (sese),orthopedic,orthopedic,,traditional,no,no
914,K213930,brain stimulation programming planning software.,k213930,"brainlab elements guide xt, guide 3.0",chiara  cunico,chiara  cunico,chiara  cunico,882.5855,qqc,12/16/2021,04/19/2022,substantially equivalent     (sese),neurology,neurology,https://www.accessdata.fda.gov/cdrh_docs/pdf21/k213930.pdf,traditional,no,no
915,K220134,"hexokinase, glucose",k220134,"cobas pure integrated solutions, glucose hk gen.3, ise indirect na for gen.2, online dat methadone ii, elecsys tsh",noel  mencias,noel  mencias,noel  mencias,862.1345,cfr,01/18/2022,09/16/2022,substantially equivalent     (sese),clinical chemistry,clinical chemistry,https://www.accessdata.fda.gov/cdrh_docs/pdf22/k220134.pdf,traditional,no,no
916,K213889,powered laser surgical instrument,k213889,picostar,carolin  kuehling,carolin  kuehling,carolin  kuehling,878.4810,gex,12/13/2021,04/22/2022,substantially equivalent     (sese),general & plastic surgery,general & plastic surgery,https://www.accessdata.fda.gov/cdrh_docs/pdf21/k213889.pdf,traditional,no,no
917,K202955,fat reducing low level laser,k202955,contour light cl-100,doug  dreier,doug  dreier,shepard g. bentley,878.5400,oli,09/30/2020,05/19/2021,substantially equivalent     (sese),general & plastic surgery,general & plastic surgery,https://www.accessdata.fda.gov/cdrh_docs/pdf20/k202955.pdf,traditional,no,no
918,K220856,"set, i.v. fluid transfer",k220856,vial adapter ø13mm,bruno  bertholet,bruno  bertholet,david  lennarz,880.5440,lhi,03/23/2022,06/21/2022,substantially equivalent     (sese),general hospital,general hospital,,traditional,no,no
919,K223084,"pump, breast, powered",k223084,milkmate breast pump,patrice  meagher,patrice  meagher,adrienne  lenz,884.5160,hgx,09/30/2022,03/16/2023,substantially equivalent     (sese),obstetrics/gynecology,obstetrics/gynecology,https://www.accessdata.fda.gov/cdrh_docs/pdf22/k223084.pdf,traditional,no,no
920,K180453,"catheter, cannula and tubing, vascular, cardiopulmonary bypass",k180453,bio-medicus adult cannulae and introducer,huda  yusuf,huda  yusuf,huda  yusuf,870.4210,dwf,02/20/2018,03/22/2018,substantially equivalent     (sese),cardiovascular,cardiovascular,https://www.accessdata.fda.gov/cdrh_docs/pdf18/k180453.pdf,special,no,no
921,K182184,"wrap, sterilization",k182184,"paper sterilization pouch and roll(sterilization pouch flat, sterilization pouch gusseted, sterilization roll flat and sterilization roll gusseted)",gong  yaoren,gong  yaoren,ray  wang,880.6850,frg,08/13/2018,10/10/2019,substantially equivalent     (sese),general hospital,general hospital,https://www.accessdata.fda.gov/cdrh_docs/pdf18/k182184.pdf,traditional,no,no
922,K191745,"system, measurement, blood-pressure, non-invasive",k191745,medtronic commander flex,gordon  nelson,gordon  nelson,charmaine  sutton,870.1130,dxn,07/01/2019,05/15/2020,substantially equivalent     (sese),cardiovascular,cardiovascular,https://www.accessdata.fda.gov/cdrh_docs/pdf19/k191745.pdf,traditional,no,no
923,K202258,powered laser surgical instrument,k202258,erise laser handpiece,paolo  peruzzi,paolo  peruzzi,paolo  peruzzi,878.4810,gex,08/10/2020,04/26/2021,substantially equivalent     (sese),general & plastic surgery,general & plastic surgery,https://www.accessdata.fda.gov/cdrh_docs/pdf20/k202258.pdf,traditional,no,no
924,K173487,thoracolumbosacral pedicle screw system,k173487,carboclear® pedicle screw system,hila  wachsler-avrahami,hila  wachsler-avrahami,hila  wachsler-avrahami,888.3070,nkb,11/13/2017,07/18/2018,substantially equivalent     (sese),orthopedic,orthopedic,https://www.accessdata.fda.gov/cdrh_docs/pdf17/k173487.pdf,traditional,no,no
925,K203835,"dressing, wound, drug",k203835,mis solution,courtney  narain,courtney  narain,courtney  narain,,fro,12/30/2020,04/23/2021,substantially equivalent     (sese),,general & plastic surgery,https://www.accessdata.fda.gov/cdrh_docs/pdf20/k203835.pdf,traditional,no,no
926,K223874,"system, perfusion, kidney",k223874,baroguard,nathan  yetton,nathan  yetton,nathan  yetton,876.5880,kdn,12/23/2022,08/15/2023,substantially equivalent     (sese),gastroenterology/urology,gastroenterology/urology,https://www.accessdata.fda.gov/cdrh_docs/pdf22/k223874.pdf,traditional,no,no
927,K191594,arthroscope,k191594,nuvis battery arthroscope,albert  rego,albert  rego,albert  rego,888.1100,hrx,06/17/2019,07/11/2019,substantially equivalent     (sese),orthopedic,general & plastic surgery,https://www.accessdata.fda.gov/cdrh_docs/pdf19/k191594.pdf,special,no,no
928,K173041,"system, image processing, radiological",k173041,3diemme realguide,alessandro  montroni,alessandro  montroni,lara  luzak,892.2050,llz,09/28/2017,12/20/2018,substantially equivalent     (sese),radiology,radiology,https://www.accessdata.fda.gov/cdrh_docs/pdf17/k173041.pdf,traditional,no,no
929,K180776,wound dressing with animal-derived material(s),k180776,cytal wound particulate,andrea  artman,andrea  artman,john  smith,,kgn,03/23/2018,05/11/2018,substantially equivalent     (sese),,general & plastic surgery,https://www.accessdata.fda.gov/cdrh_docs/pdf18/k180776.pdf,special,no,no
930,K201606,lacrimal stents and intubation sets,k201606,lacrijet®,thierry  fetick,thierry  fetick,barbara s. fant,,oks,06/15/2020,12/18/2020,substantially equivalent     (sese),,ophthalmic,https://www.accessdata.fda.gov/cdrh_docs/pdf20/k201606.pdf,traditional,no,no
931,K180087,"pin, fixation, smooth",k180087,a.m. surgical intramedullary fixation device,gavriel  feuer,gavriel  feuer,gavriel  feuer,888.3040,hty,01/12/2018,05/18/2018,substantially equivalent     (sese),orthopedic,orthopedic,,traditional,no,no
932,K210495,"laparoscope, general & plastic surgery",k210495,port access system,stephen  seed,stephen  seed,stephen  seed,876.1500,gcj,02/22/2021,06/18/2021,substantially equivalent     (sese),gastroenterology/urology,general & plastic surgery,https://www.accessdata.fda.gov/cdrh_docs/pdf21/k210495.pdf,traditional,no,no
933,K221213,"computer, diagnostic, programmable",k221213,ensite x ep system,alexandra  agre,alexandra  agre,alexandra  agre,870.1425,dqk,04/27/2022,08/18/2022,substantially equivalent     (sese),cardiovascular,cardiovascular,https://www.accessdata.fda.gov/cdrh_docs/pdf22/k221213.pdf,traditional,no,no
934,K211995,"resin, root canal filling",k211995,sonendo filling material 5c,steve  ziemba,steve  ziemba,steve  ziemba,872.3820,kif,06/28/2021,08/27/2021,substantially equivalent     (sese),dental,dental,https://www.accessdata.fda.gov/cdrh_docs/pdf21/k211995.pdf,traditional,no,no
935,K220155,polymer patient examination glove,k220155,powder-free nitrile examination gloves tested for use with chemotherapy drugs,jen  ke-min,jen  ke-min,jen  ke-min,880.6250,lza,01/19/2022,05/23/2022,substantially equivalent     (sese),general hospital,general hospital,,traditional,no,no
936,K191878,"electrosurgical, cutting & coagulation & accessories",k191878,dex device,guillaume  noury,guillaume  noury,guillaume  noury,878.4400,gei,07/15/2019,01/29/2021,substantially equivalent     (sese),general & plastic surgery,general & plastic surgery,https://www.accessdata.fda.gov/cdrh_docs/pdf19/k191878.pdf,traditional,no,no
937,K210942,"electrosurgical, cutting & coagulation & accessories",k210942,microfrance monopolar and bipolar electrosurgical instruments,malena  zammetti,malena  zammetti,malena  zammetti,878.4400,gei,03/30/2021,05/14/2021,substantially equivalent     (sese),general & plastic surgery,general & plastic surgery,https://www.accessdata.fda.gov/cdrh_docs/pdf21/k210942.pdf,traditional,no,no
938,K221608,magnetically maneuvered capsule endoscopy system,k221608,"navicam capsule endoscope system with navicam stomach capsule and navicam tether, navicam xpress stomach capsule endoscope system (navicam xpress stomach system) with navicam stomach capsule and navicam tether",tim  thomas,tim  thomas,tim  thomas,876.1310,qkz,06/03/2022,11/22/2022,substantially equivalent     (sese),gastroenterology/urology,gastroenterology/urology,https://www.accessdata.fda.gov/cdrh_docs/pdf22/k221608.pdf,traditional,no,no
939,K182682,"massager, therapeutic, electric",k182682,orthogold 100,john  warlick,john  warlick,jennifer a. daudelin,890.5660,isa,09/26/2018,12/21/2018,substantially equivalent     (sese),physical medicine,physical medicine,https://www.accessdata.fda.gov/cdrh_docs/pdf18/k182682.pdf,traditional,no,no
940,K211851,oral wound dressing,k211851,ora-aid,jaewoong  jung,jaewoong  jung,milly  milly,,olr,06/15/2021,01/11/2022,substantially equivalent     (sese),,dental,https://www.accessdata.fda.gov/cdrh_docs/pdf21/k211851.pdf,traditional,no,no
941,K212451,"mask, surgical",k212451,surgical mask,david  durst,david  durst,prithul  bom,878.4040,fxx,08/05/2021,09/10/2021,substantially equivalent     (sese),general & plastic surgery,general hospital,https://www.accessdata.fda.gov/cdrh_docs/pdf21/k212451.pdf,traditional,yes,no
942,K214025,"catheter, continuous flush",k214025,prowler select lp es microcatheter; prowler xs microcatheter,ivenette  guzman,ivenette  guzman,ivenette  guzman,870.1210,kra,12/22/2021,04/12/2022,substantially equivalent     (sese),cardiovascular,neurology,https://www.accessdata.fda.gov/cdrh_docs/pdf21/k214025.pdf,special,no,no
943,K203702,vinyl patient examination glove,k203702,vinyl examination gloves (yellow),tongguang  liu,tongguang  liu,boyle  wang,880.6250,lyz,12/18/2020,02/12/2021,substantially equivalent     (sese),general hospital,general hospital,https://www.accessdata.fda.gov/cdrh_docs/pdf20/k203702.pdf,traditional,no,no
