,query_id,device,generic_name,applicant,pma_number,date_received,decision_date,product_code,docket_number,notice_date,advisory_committee,expedited_review_granted,combination_product,approval_order,summary,labeling,supplements,recalls
190,P180043,therascreen fgfr rgq rt-pcr kit,somatic gene mutation detection system,qiagen gmbhqiagen strasse 1hilden,p180043,11/08/2018,04/12/2019,owd,19m-1979,04/26/2019,,no,no,approval order,https://www.accessdata.fda.gov/cdrh_docs/pdf18/p180043b.pdf,labeling,s001 s002 s003 s005,cdrh recalls
191,P050007,starclose vascular closure system,"device, hemostasis, vascular","abbott vascular devices3200 lakeside drivesanta  clara, ca 95054",p050007,02/28/2005,12/21/2005,mgb,06m-0016,01/13/2006,cardiovascular,no,no,approval order,https://www.accessdata.fda.gov/cdrh_docs/pdf5/p050007b.pdf,labeling,s001 s002 s003 s004 s005 s006 s007 s008 s009 s010 s011 s012 s013 s014 s015 s016 s017 s018 s019 s020 s021 s022 s023 s024 s025 s026 s027 s028 s029 s030 s031 s032 s033 s034 s035 s036 s037 s038 s039 s040 s041 s042 s043 s044,cdrh recalls
192,P220003,pascal precision transcatheter valve repair system,mitral valve repair devices,"edwards lifesciences llcone edwards wayirvine, ca 92614",p220003,03/14/2022,09/14/2022,nkm,22m-2268,09/16/2022,cardiovascular,no,no,approval order,https://www.accessdata.fda.gov/cdrh_docs/pdf22/p220003b.pdf,labelinglabeling part 2,s001 s002 s003 s004 s005 s006 s007 s008 s009 s010 s011 s012 s013,cdrh recalls
193,P960016,livewire(r) cardiac ablation system,cardiac ablation percutaneous catheter,"st. jude medical14900 minnetonka ind rdminnetonka, mn 55345",p960016,05/17/1996,05/04/1999,lpb,99m-1851,06/24/1999,cardiovascular,no,no,approval order,https://www.accessdata.fda.gov/cdrh_docs/pdf/p960016b.pdf,labeling,s001 s002 s003 s004 s005 s006 s007 s008 s009 s010 s011 s012 s013 s014 s016 s018 s019 s020 s022 s024 s025 s026 s027 s028 s029 s030 s031 s032 s033 s034 s035 s036 s037 s038 s039 s040 s041 s042 s043 s044 s045 s046 s047 s048 s049 s050 s051 s052 s053 s054 s055 s056 s057 s058 s059 s060 s061 s062 s063 s064 s065 s066 s067 s068 s070 s071 s072 s073 s074 s075 s076 s077 s078 s079 s080 s081 s082 s083 s084 s085 s086 s087 s088 s089 s091,cdrh recalls
194,P110020,cobas 4800 braf v600 mutation test,somatic gene mutation detection system,"roche molecular systems, inc.4300 hacienda drivepleasanton, ca 94588-2722",p110020,04/25/2011,08/17/2011,owd,11m-0601,08/19/2011,pathology,no,no,approval order,https://www.accessdata.fda.gov/cdrh_docs/pdf11/p110020b.pdf,labeling,s001 s002 s003 s004 s005 s006 s007 s008 s009 s010 s011 s012 s013 s014 s015 s016 s017 s018 s019 s020 s021 s022 s023 s024 s025 s026 s027 s028 s029 s030 s031 s032 s033 s034 s035 s036 s037 s038 s039,cdrh recalls
195,P030044,dakocytomation egfr pharmdx,"immunohistochemistry assay, antibody, epidermal growth factor receptor","agilent technologies, inc.5301 stevens creek blvd.santa clara, ca 95051",p030044,09/29/2003,02/12/2004,nqf,04m-0433,09/24/2004,pathology,no,no,approval order,https://www.accessdata.fda.gov/cdrh_docs/pdf3/p030044b.pdf,labeling,s001 s002 s003 s004 s005 s006 s007,
196,P140018,venaseal closure system,"agent, occluding, vascular, permanent","medtronic vascular inc3033 campus driveplymouth, mn 55441",p140018,08/25/2014,02/20/2015,pjq,15m-0690,02/20/2015,cardiovascular,no,no,approval order,https://www.accessdata.fda.gov/cdrh_docs/pdf14/p140018b.pdf,labelinglabeling part 2,s001 s002 s003 s004 s005 s006 s007 s008 s009 s010 s011 s012 s013 s014 s015 s016 s017 s018 s019 s020 s021 s022 s023 s024 s025 s026 s028 s030 s031 s032 s033 s034 s035 s036 s037 s038 s039 s040,cdrh recalls
197,P060040,thoratec heartmate ii left ventricular assist system,ventricular (assist) bypass,"abbott medical6035 stoneridge drivepleasanton, ca 94588",p060040,12/22/2006,04/21/2008,dsq,08m-0283,05/07/2008,cardiovascular,no,no,approval order,https://www.accessdata.fda.gov/cdrh_docs/pdf6/p060040b.pdf,labeling,s001 s002 s003 s004 s005 s006 s007 s008 s009 s010 s011 s012 s013 s014 s015 s016 s017 s018 s020 s021 s022 s023 s024 s025 s026 s027 s028 s029 s030 s031 s032 s033 s034 s035 s036 s037 s038 s039 s040 s041 s042 s043 s044 s045 s046 s047 s048 s049 s050 s051 s052 s053 s054 s055 s056 s057 s058 s059 s060 s061 s062 s063 s064 s065 s066 s067 s068 s069 s070 s071 s072 s073 s074 s075 s076 s077 s078 s079 s080 s081 s082 s083 s085 s086 s087 s088 s089 s090 s091 s092 s093 s094,cdrh recalls
198,P210018,et control,software option for anesthesia gas machine to achieve and maintain targeted end tidal oxygen and anesthetic agents,"datex-ohmeda, inc., a general electric companyp.o. box 7550madison, wi 53707-7550",p210018,05/03/2021,03/17/2022,qsf,22m-0360,03/21/2022,anesthesiology,no,no,approval order,https://www.accessdata.fda.gov/cdrh_docs/pdf21/p210018b.pdf,labeling,,
199,P120011,ideal implant saline-filled breast implant,"prosthesis, breast, inflatable, internal, saline","bimini health tech420 stevens ave. suite 220solana beach, ca 92075",p120011,06/25/2012,11/14/2014,fwm,14m-2042,11/25/2014,general & plastic surgery,no,no,approval order,https://www.accessdata.fda.gov/cdrh_docs/pdf12/p120011b.pdf,labelinglabeling part 2,s001 s002 s003 s004 s005 s006 s007 s008 s009 s010 s011 s012 s013 s015 s016 s017 s018 s020 s021 s022 s023 s024,cdrh recalls
200,P170039,customflex artificial iris,artificial iris,humanoptics agspardorfer strasse 150erlangen 91054,p170039,11/29/2017,05/30/2018,qbt,,,ophthalmic,no,no,approval order,https://www.accessdata.fda.gov/cdrh_docs/pdf17/p170039b.pdf,labelinglabeling part 2,s001 s002 s003,
201,P980016,virtuso/entrust/maximo/intrinsic/marquis/implantable cardiverter defibrillators,implantable cardioverter defibrillator (non-crt),"medtronic cardiac rhythm disease management8200 coral sea street n.e.ms mvs11mounds view, mn 55112",p980016,05/11/1998,10/09/1998,lws,98m-0907,12/07/1998,cardiovascular,no,yes,,,,s001 s002 s003 s004 s005 s006 s007 s008 s010 s011 s012 s013 s014 s015 s016 s017 s018 s019 s020 s021 s022 s023 s024 s025 s026 s027 s028 s029 s030 s031 s032 s033 s034 s035 s036 s037 s038 s039 s040 s041 s042 s043 s044 s045 s046 s047 s048 s050 s051 s052 s053 s054 s055 s056 s058 s059 s060 s062 s063 s064 s065 s066 s067 s068 s069 s070 s071 s072 s073 s074 s075 s076 s077 s078 s080 s081 s082 s083 s084 s085 s086 s087 s088 s089 s090 s091 s092 s093 s094 s095 s096 s097 s098 s099 s100 s101 s102 s103 s104 s105 s106 s107 s108 s109 s110 s111 s112 s113 s114 s115 s116 s117 s118 s119 s120 s121 s122 s123 s125 s126 s127 s128 s129 s130 s131 s132 s133 s134 s135 s136 s137 s138 s139 s140 s141 s142 s143 s144 s145 s146 s147 s148 s149 s150 s152 s153 s154 s155 s156 s157 s158 s159 s160 s161 s162 s163 s164 s165 s166 s167 s168 s169 s170 s171 s172 s173 s174 s175 s176 s177 s178 s179 s180 s181 s182 s183 s184 s185 s186 s187 s188 s189 s191 s192 s193 s194 s195 s196 s197 s198 s199 s201 s202 s203 s204 s206 s207 s208 s209 s210 s211 s212 s213 s214 s215 s216 s217 s218 s219 s220 s221 s222 s223 s224 s225 s226 s227 s228 s229 s230 s232 s233 s234 s235 s236 s237 s238 s239 s240 s241 s243 s244 s245 s246 s247 s248 s249 s250 s251 s252 s253 s254 s255 s256 s257 s258 s259 s260 s261 s262 s263 s264 s265 s266 s267 s268 s269 s270 s271 s272 s273 s274 s275 s276 s277 s278 s279 s280 s281 s282 s283 s284 s285 s288 s289 s290 s291 s292 s293 s294 s295 s296 s297 s298 s299 s300 s301 s302 s303 s304 s305 s306 s307 s308 s309 s310 s311 s312 s313 s314 s315 s316 s317 s318 s319 s321 s322 s323 s324 s325 s326 s327 s328 s330 s331 s332 s333 s334 s335 s336 s337 s338 s339 s340 s341 s342 s343 s344 s345 s346 s347 s348 s349 s351 s352 s353 s354 s355 s356 s357 s358 s360 s361 s362 s363 s364 s365 s366 s367 s368 s369 s370 s371 s372 s373 s374 s375 s376 s377 s378 s379 s380 s381 s382 s383 s384 s386 s387 s388 s389 s390 s391 s392 s393 s394 s395 s396 s397 s398 s399 s400 s401 s402 s403 s404 s405 s406 s407 s408 s409 s410 s411 s412 s413 s414 s415 s416 s417 s418 s419 s420 s421 s422 s423 s424 s425 s426 s427 s428 s429 s430 s431 s432 s433 s435 s436 s437 s438 s439 s440 s441 s442 s443 s445 s446 s447 s448 s449 s450 s451 s452 s453 s454 s455 s456 s457 s458 s459 s460 s461 s462 s463 s464 s465 s466 s467 s468 s469 s470 s471 s472 s473 s474 s475 s476 s477 s478 s479 s480 s481 s482 s483 s484 s485 s486 s487 s488 s489 s490 s491 s492 s493 s494 s495 s496 s497 s498 s499 s500 s501 s502 s503 s504 s505 s506 s507 s508 s509 s510 s511 s512 s513 s514 s515 s516 s517 s518 s519 s520 s521 s522 s523 s524 s525 s526 s527 s528 s529 s530 s531 s532 s533 s534 s535 s536 s537 s538 s539 s540 s541 s542 s543 s546 s547 s548 s549 s551 s552 s553 s554 s555 s556 s557 s558 s559 s560 s561 s562 s563 s564 s565 s566 s567 s568 s569 s570 s571 s572 s573 s574 s575 s577 s578 s579 s580 s581 s582 s583 s584 s585 s586 s587 s588 s589 s590 s591 s592 s593 s594 s595 s596 s597 s598 s599 s600 s601 s602 s603 s604 s605 s606 s607 s608 s609 s610 s611 s612 s613 s614 s615 s616 s617 s618 s619 s620 s621 s622 s623 s624 s625 s626 s627 s628 s629 s630 s631 s632 s633 s634 s635 s636 s637 s638 s639 s640 s641 s642 s643 s644 s645 s646 s647 s648 s649 s650 s651 s652 s653 s654 s655 s656 s657 s658 s659 s660 s661 s662 s663 s664 s665 s666 s667 s668 s669 s670 s671 s672 s673 s674 s675 s676 s677 s678 s679 s680 s681 s682 s683 s684 s685 s686 s687 s688 s689 s690 s691 s692 s693 s694 s695 s696 s697 s698 s699 s700 s701 s702 s703 s704 s705 s706 s707 s708 s709 s710 s711 s712 s713 s714 s715 s716 s717 s718 s719 s720 s721 s722 s723 s724 s725 s726 s728 s729 s730 s731 s732 s733 s734 s735 s736 s737 s738 s739 s740 s741 s742 s743 s745 s746 s747 s748 s749 s750 s751 s752 s753 s754 s755 s756 s757 s758 s759 s760 s761 s762 s763 s764 s765 s766 s767 s768 s769 s770 s771 s772 s773 s774 s775 s776 s777 s778 s779 s780 s781 s782 s783 s784 s785 s786 s787 s788 s789 s790 s791 s792 s793 s794 s795 s796 s797 s798 s799 s800 s801 s802 s803 s804 s805 s806 s807 s808 s809 s810 s811 s812 s814 s815 s816 s818 s819 s820 s821 s822 s823 s824 s825 s826 s827 s829 s830 s831 s832 s833 s834 s835 s836 s837 s838 s839 s840 s841 s842 s843 s844 s845 s846 s847 s848 s849 s850 s851 s852 s853 s854 s855 s856 s857 s859 s860 s861 s862 s863 s864 s865 s866 s867,cdrh recalls
202,P870078,hancock porcine bioprosthesis,replacement heart-valve,"medtronic, inc.1851 e. deere avenuesanta ana, ca 92705",p870078,12/08/1987,09/28/1989,dye,89m-0426,10/27/1989,cardiovascular,no,no,,,,s001 s002 s003 s004 s005 s006 s007 s008 s009 s010 s011 s012 s013 s015 s017 s018 s019 s020 s021 s022 s023 s024 s025 s026 s027 s028 s029 s030 s031 s032 s033 s034 s035 s036 s037 s038 s040 s041 s042 s043 s044 s045 s046 s047 s048 s049 s050,cdrh recalls
203,P190001,therascreen pik3ca rgq pcr kit,somatic gene mutation detection system,qiagen gmbhqiagen strasse 1hilden 40724,p190001,01/17/2019,05/24/2019,owd,19m-2560,05/28/2019,,no,no,approval order,https://www.accessdata.fda.gov/cdrh_docs/pdf19/p190001b.pdf,labeling,s001,cdrh recalls
204,P140023,cobas kras mutation test,somatic gene mutation detection system,"roche molecular systems, inc.4300 hacienda drivepleasanton, ca 94588-2722",p140023,10/23/2014,05/07/2015,owd,15m-1708,05/18/2015,pathology,no,no,approval order,https://www.accessdata.fda.gov/cdrh_docs/pdf14/p140023b.pdf,labeling,s001 s002 s003 s004 s005 s006 s007 s008 s009 s010 s011 s012 s013 s014 s015 s016 s017 s018 s019 s020 s021 s022 s023 s024 s025 s026,
205,P070004,sientra silicone gel breast implants,"prosthesis, breast, noninflatable, internal, silicone gel-filled","sientra, inc6769 hollister avenuesuite 201santa barbara, ca 93117",p070004,01/22/2007,03/09/2012,ftr,12m-0250,03/09/2012,general & plastic surgery,no,no,approval order,https://www.accessdata.fda.gov/cdrh_docs/pdf7/p070004b.pdf,labelinglabeling part 2,s001 s002 s003 s004 s006 s007 s008 s009 s010 s011 s012 s013 s014 s015 s016 s017 s018 s019 s020 s021 s022 s024 s025 s026 s027 s028 s029 s031 s033 s034 s035 s036 s037 s040,
206,P950022,tvl(tm) lead system,implantable cardioverter defibrillator (non-crt),"abbott medical15900 valley view courtsylmar, ca 91335",p950022,06/30/1995,05/10/1996,lws,97m-0460,11/19/1997,cardiovascular,no,no,,,,s001 s002 s003 s004 s005 s006 s007 s008 s009 s010 s011 s012 s013 s014 s015 s016 s017 s018 s019 s020 s021 s022 s023 s024 s025 s026 s027 s028 s030 s031 s032 s033 s034 s035 s036 s037 s038 s039 s040 s041 s042 s043 s045 s046 s047 s048 s049 s050 s051 s052 s053 s054 s055 s056 s057 s058 s060 s061 s062 s063 s064 s067 s068 s069 s070 s071 s072 s073 s074 s075 s076 s077 s078 s079 s080 s081 s083 s084 s085 s086 s087 s088 s089 s090 s091 s092 s093 s095 s096 s097 s098 s099 s100 s101 s102 s103 s104 s105 s106 s107 s108 s109 s110 s111 s112 s113 s114 s115 s116 s117 s118 s119 s120 s121 s122 s123 s124 s125 s126 s128 s129 s130 s131 s132 s133 s134 s135 s136 s137 s138 s139 s140 s141 s142 s143,cdrh recalls
207,P140031,sapien 3 transcatheter heart valve and accessories,"aortic valve, prosthesis, percutaneously delivered","edwards lifesciences, llc.one edwards wayirvine, ca 92614",p140031,12/22/2014,06/17/2015,npt,15m-2499,07/16/2015,cardiovascular,yes,no,approval order,https://www.accessdata.fda.gov/cdrh_docs/pdf14/p140031b.pdf,labelinglabeling part 2,s001 s002 s003 s004 s005 s006 s007 s008 s009 s010 s011 s012 s013 s015 s016 s017 s018 s019 s020 s021 s022 s023 s024 s025 s026 s027 s028 s029 s030 s031 s032 s033 s034 s035 s036 s037 s038 s039 s041 s042 s043 s044 s045 s046 s047 s048 s049 s050 s051 s052 s053 s054 s055 s056 s057 s058 s059 s060 s061 s062 s063 s064 s065 s066 s067 s068 s069 s070 s071 s072 s073 s074 s075 s076 s077 s078 s079 s080 s081 s082 s083 s084 s085 s087 s088 s089 s090 s091 s092 s094 s095 s096 s097 s098 s099 s100 s101 s102 s104 s105 s107 s108 s109 s110 s111 s112 s113 s114 s115 s116 s117 s118 s119 s120 s121 s122 s123 s124 s125 s126 s127 s128 s129 s130 s131 s132 s133 s134 s135 s136 s137 s138 s139 s140 s141 s143 s144 s145 s146 s147 s148 s149 s150 s151 s152 s153 s154 s155 s156 s157 s158 s159 s160 s161 s163 s164,cdrh recalls
208,P170016,synojoynt,"acid, hyaluronic, intraarticular","arthrex, inc1370 creekside boulevardnaples, fl 34108-1945",p170016,05/15/2017,05/08/2018,moz,18m-1753,05/22/2018,orthopedic,no,no,approval order,https://www.accessdata.fda.gov/cdrh_docs/pdf17/p170016b.pdf,labelinglabeling part 2,,
209,P150013,pd-l1 ihc 22c3 pharmdx,"immunohistochemistry assay, antibody, programmed death-ligand 1","agilent technologies, inc.5301 stevens creek blvdsanta clara, ca 95051",p150013,04/06/2015,10/02/2015,pls,15m-3520,11/02/2015,pathology,yes,no,approval order,https://www.accessdata.fda.gov/cdrh_docs/pdf15/p150013b.pdf,labeling,s001 s002 s003 s004 s005 s006 s007 s008 s009 s010 s011 s012 s013 s014 s015 s016 s017 s018 s019 s020 s021 s022 s023 s024 s025 s026,
210,P000053,ams sphincter 800 urinary control system,"device, incontinence, mechanical/hydraulic","boston scientific corp.100 boston scientific waymarlborough, ma 01752",p000053,12/19/2000,06/14/2001,ezy,01m-0579,12/21/2001,gastroenterology/urology,no,no,approval order,https://www.accessdata.fda.gov/cdrh_docs/pdf/p000053b.pdf,labelinglabeling part 2,s001 s002 s003 s004 s005 s006 s007 s008 s009 s010 s011 s012 s013 s014 s015 s017 s018 s019 s020 s021 s022 s023 s024 s025 s026 s027 s028 s029 s031 s032 s033 s034 s036 s037 s038 s039 s040 s041 s042 s043 s044 s045 s046 s047 s048 s049 s050 s051 s052 s053 s054 s055 s056 s057 s058 s059 s060 s061 s062 s063 s064 s065 s066 s067 s068 s069 s070 s071 s072 s073 s074 s075 s076 s077 s078 s079 s080 s081 s082 s083 s084 s085 s086 s087 s088 s089 s090 s091 s092 s093 s095 s096 s097 s098 s100 s101 s102 s103 s104 s105 s106 s107 s108 s109 s110 s111 s112 s113 s114 s115 s116 s117 s118 s119 s120 s121 s123 s124 s125 s126 s127 s128 s129 s131,cdrh recalls
211,P010050,immulite 2000 xpi hbsag,"test, hepatitis b (b core, be antigen, be antibody, b core igm)","siemens healthcare diagnostics products, ltdglyn rhonwyllanberis, caernarfon ll55",p010050,08/31/2001,07/26/2002,lom,03m-0262,06/24/2003,microbiology,no,no,approval order,https://www.accessdata.fda.gov/cdrh_docs/pdf/p010050b.pdf,labeling,s001 s003 s005 s006 s007 s008 s010 s011 s012 s013 s014 s015 s016 s017 s018 s019 s020 s021,
